epoch	time	lr	loss	val_loss
1	428.4132882000122	0.01	757808081.5325891	3474.8874207153726
2	420.87718300000415	0.01	57308.697155067464	5524.215038867057
3	420.51541449999786	0.01	611.0548367766047	0.6902597665468639
4	420.9408193999843	0.01	14.684244427963066	0.6906614701218252
5	422.10851099999854	0.01	59.16039759251144	0.6898804154691893
6	434.2601001000148	0.01	9.556660132770642	0.6902685363027078
7	431.0975579000078	0.01	1.0083050704165915	0.6906038458702006
8	430.4480395000137	0.01	3.209691173027297	0.69033683185342
9	430.8360418000084	0.01	0.678703320949682	0.690564491853784
10	454.8569165999943	0.01	0.7692171725146121	0.6903971074580192
11	383.4880054999958	0.01	0.6786775157498646	0.690162401584246
12	368.0547888999863	0.01	0.7664094919577842	0.6901818354420856
13	365.84472419999656	0.01	0.6815619845668327	0.6901562364201612
14	360.02113000000827	0.01	1.891785317981335	0.6903373079748453
15	352.79157179998583	0.01	4.070791874946475	0.6899234228646302
16	367.3911542999849	0.01	0.6789500079995804	0.6906322343815479
17	370.071652499988	0.01	3.994211422763371	0.6902489337704832
18	358.7395135000115	0.01	3.1875524264500803	0.6899859366852733
19	358.5935679000104	0.01	2.888491499590921	0.691231723544278
20	358.763421199983	0.01	2.0639332283153027	0.6903645110337078
21	358.7293934999907	0.01	19791.35286462985	0.6910885804251403
22	358.63523350001196	0.01	8673.610354970271	0.6900683307822661
23	358.8816831999866	0.01	6.182267740850075	0.6900952908100487
24	358.6374053999898	0.01	3.383623250503818	0.6907016497758963
25	358.9247192000039	0.01	0.6793521656994139	0.690725615336308
26	358.61680680001155	0.01	0.6793191262434878	0.690134637271507
27	358.96031930000754	0.01	0.6790510772568528	0.6892248390514585
28	358.8316455000022	0.01	256.3590651692646	0.6909026235560722
29	359.11944740000763	0.01	0.679195385774431	0.689795715638683
30	358.84562119998736	0.01	1.6848752809170486	0.6907695286905392
