epoch	time	lr	loss	val_loss
1	12.509634700021707	0.01	4.848837640241883	0.7977756288864359
2	12.514124099980108	0.01	0.7175755521064828	0.7207836373954554
3	12.43085250002332	0.01	0.6981330383467859	0.6896775109995358
4	12.530663200072013	0.01	0.7017599128252713	0.6928715128116086
5	12.597766499966383	0.01	0.6889757323721607	0.697189306839058
6	12.599283599993214	0.01	0.6876410646042029	0.6881854249048901
7	12.8800906999968	0.01	0.6862785366985859	0.7072964414427326
8	13.579042900004424	0.01	0.6902824657819856	0.688090784260239
9	12.670611900044605	0.01	0.6866110761051827	0.6882234696470315
10	12.701397099997848	0.01	0.6848316005244531	0.6880808381576232
11	13.097786500002258	0.01	0.6834407036697636	0.6928446997476467
12	13.79922709998209	0.01	0.6824151794206554	0.6885951017840375
13	12.83802010002546	0.01	0.6828440780229451	0.699510098855602
14	13.361767299938947	0.01	0.681144127831455	0.6905091332546308
15	12.852645299979486	0.01	0.6812120230070486	0.6882124060467929
16	12.896505899960175	0.01	0.7178527098207618	0.6881737551981804
17	12.844162099994719	0.01	0.6910427246955028	0.689670361503909
18	13.302629899932072	0.01	0.6832241168803029	0.6911357157305131
19	13.207368800067343	0.01	0.681961122462667	0.6894174018965473
20	12.756438500015065	0.01	0.6831728348939138	0.6905435113766895
21	13.028700099908747	0.01	0.6825730369989789	0.688243572397022
22	12.822880099993199	0.01	0.6823353003385784	0.6925239896996964
23	12.889959900057875	0.01	0.6821228851928612	0.699838120631968
24	12.884531500050798	0.01	0.6821015276340595	0.6933368123555835
25	13.160992700024508	0.01	0.681463999828634	0.6901861719483928
26	12.975428799982183	0.01	0.6801409956794973	0.6932627633860144
27	13.459048500051722	0.01	0.679671894689736	0.6893477785022677
28	12.90683969995007	0.01	0.6810077175510785	0.6901372623411793
29	12.933605500031263	0.01	0.6797915915483473	0.6881198778082483
30	12.818605199921876	0.01	0.680618989821944	0.6910221744092645
