epoch	time	lr	loss	val_loss
1	1098.5255208015442	0.01	1.5416596264933204	0.6967388862287942
2	1044.4600570201874	0.01	0.7294028645483007	0.8306691527684742
3	1043.9502778053284	0.01	0.6853655888271795	0.7391547432257543
4	1044.216072320938	0.01	0.6843178006334624	0.6905076599979973
5	1043.866825580597	0.01	0.6833879055040637	0.6893392635075707
6	1082.7835266590118	0.01	0.6788391525761064	0.705501514645399
7	1018.4519319534302	0.01	0.6791750299790887	0.6891192788279319
8	874.0669202804565	0.01	0.6791146093349724	0.694971786211776
9	881.2200615406036	0.01	0.6804568197564351	0.7059814535116179
10	785.9237520694733	0.01	0.6798315065082191	0.6991705053881695
11	808.2481343746185	0.01	0.6801200634447225	0.6928013970328618
12	816.9400038719177	0.01	0.679534366809494	0.6913110088952149
13	827.8371691703796	0.01	0.6800806207737264	0.6953778982639631
14	791.9591460227966	0.01	0.6799611793854946	0.696467908244677
15	711.7337861061096	0.01	0.6795792607587895	0.6954663156508764
16	691.3757877349854	0.01	0.678156394623252	0.6978185108457111
17	670.6528108119965	0.01	0.6795155273297406	0.689478570457456
18	673.6054010391235	0.01	0.6797889009582277	0.6941707311191903
19	683.2261853218079	0.01	0.6800600405794173	0.6922112708492546
20	707.8770945072174	0.01	0.6799655303371808	0.6899537909738694
21	707.7694234848022	0.01	0.8003717877075106	0.6919345691491955
22	706.9122240543365	0.01	0.6795172066680361	0.6889187688029075
23	706.7407672405243	0.01	0.6796478417029412	0.6922203402188398
24	692.3871886730194	0.01	0.6796560462422628	0.6989027154374075
25	596.5115785598755	0.01	0.6797348823197128	0.6904415717675259
26	569.9688551425934	0.01	0.6798227595989961	0.6898616871251672
27	580.519327878952	0.01	0.6796151814920012	0.6895244659146442
28	617.6397004127502	0.01	0.6795472511396166	0.6896403471257704
29	639.5608289241791	0.01	0.6793090083933654	0.6891041350332875
30	602.5190098285675	0.01	0.679518822313343	0.6896516522460973
