epoch	time	lr	loss	val_loss
1	649.0301973819733	0.01	0.4608703298155121	0.2970496233778846
2	646.9822590351105	0.01	0.24117707040147054	0.18547650750197117
3	646.881998538971	0.01	0.1533117122175217	0.14617830469180457
4	647.0488033294678	0.01	0.11458844327290388	0.12945148527741512
5	647.0821797847748	0.01	0.08508830762618132	0.12274615485482092
6	647.015631198883	0.01	0.05988187220710947	0.1166208773314595
7	647.5487153530121	0.01	0.04783872076530871	0.11375467235680975
8	648.101594209671	0.01	0.03464912778130171	0.11429237044994794
9	647.5082457065582	0.01	0.02575757455375662	0.11361213584118005
10	648.0680677890778	0.01	0.0185254415703198	0.11524714107033092
11	647.2245728969574	0.01	0.013740350253412633	0.1162463730180001
12	647.7798306941986	0.01	0.013573165584108588	0.11732403010507676
13	646.8301229476929	0.01	0.011206688528396583	0.12053536386629833
14	647.5367550849915	0.01	0.008656409990428925	0.11904725482099608
15	648.0770869255066	0.01	0.008090533866305101	0.12321591359364978
16	647.0598113536835	0.01	0.006439465582442624	0.12458813232211291
17	647.2968924045563	0.01	0.005347164478988758	0.12504074154415473
18	647.0970656871796	0.01	0.0037076272328990284	0.1257477845845022
19	647.2158765792847	0.01	0.003444023499551178	0.12822923935040226
20	647.9610133171082	0.01	0.0029600490134546894	0.1283810384039723
21	647.0635521411896	0.01	0.004058271764212525	0.1315471013042432
22	646.9269578456879	0.01	0.003101714635861409	0.13282195449352582
23	647.5666947364807	0.01	0.002446341271495974	0.13395117423071554
24	647.6935260295868	0.01	0.003173941300888329	0.132604703336974
25	647.9504013061523	0.01	0.0020290649111139652	0.1344273196032558
26	647.7290775775909	0.01	0.0016016002815503177	0.13415427039749547
27	646.8305993080139	0.01	0.0026677217981696906	0.13727299715973204
28	647.6469531059265	0.01	0.00142177097679633	0.13498718974946577
29	646.7345921993256	0.01	0.001691742607403816	0.135289737369475
30	647.6084024906158	0.01	0.0022710939599390064	0.1397708889999097
