epoch	time	lr	loss	val_loss
1	12.594445600057952	0.001	0.003314075019731202	0.21086181663448927
2	13.384866300038993	0.001	0.004239849067099071	0.21213563073866362
3	13.24764720001258	0.001	0.005413021999175726	0.2135799824396239
4	12.889027600060217	0.001	0.005565585405619032	0.21122025912646217
5	12.825830200104974	0.001	0.005321670683702626	0.21235431393756318
6	12.240716099971905	0.001	0.006070456267277295	0.2122081462505104
7	12.284102799952962	0.001	0.005398310154647691	0.21210378159913643
8	12.063865800038911	0.001	0.006407410450568239	0.21309304185673902
9	11.958574799937196	0.001	0.00587364789920961	0.2139765570130326
10	12.015239699976519	0.001	0.004558241292919455	0.21600518473551383
11	12.025793100008741	0.001	0.00469841495273136	0.21622498485547373
12	11.95584259997122	0.001	0.006022361320271507	0.21458108662525124
13	12.136057200026698	0.001	0.006736514407414203	0.2150387061962372
14	11.996179500012659	0.001	0.005847086086105337	0.21318788654490897
15	12.045887400046922	0.001	0.006482346157992387	0.21773848953527
16	12.032205799943767	0.001	0.006439771909748741	0.21608100184366813
17	12.21246589999646	0.001	0.006468362787847039	0.2157147575649442
18	12.2072358999867	0.001	0.005581257594405974	0.21722671337887953
19	12.12822930002585	0.001	0.005737458112180897	0.2164350300530261
20	11.914525599917397	0.001	0.0066874911148919825	0.21634988465891272
21	12.109751699957997	0.001	0.00544821211302168	0.21773753772981172
22	11.983354200026952	0.001	0.0059560751707473285	0.2175253296272209
23	12.333372200024314	0.001	0.004876417912905873	0.21601782356444163
24	12.227509999996983	0.001	0.004741694856457418	0.22041446930810243
25	12.26597770000808	0.001	0.004980709981704283	0.21794157987677948
26	12.053251800010912	0.001	0.004710061624264568	0.2194402608337046
27	12.022078300011344	0.001	0.0058644377039843935	0.21844470982077602
28	12.330963300075382	0.001	0.006704914252236209	0.2196140987146211
29	12.319076600018889	0.001	0.004803862471613105	0.21674706176012815
30	12.185959299909882	0.001	0.006388295976065523	0.21680216251650677
