epoch	time	lr	loss	val_loss
1	20.842745199915953	0.01	0.02523712236108994	1.1298275709629377
2	20.887820700067095	0.01	0.02529894753179794	0.22782963758870076
3	20.800520599936135	0.01	0.003335716769493963	0.36417401863325427
4	20.985830200021155	0.01	0.0015268472012074886	0.38137594927686347
5	20.69496180000715	0.01	0.0001656376436145418	0.4435254982899405
6	20.75342660001479	0.01	0.0034928316738321082	0.46834708958816995
7	20.871987199992873	0.01	0.02189394171560243	0.25063104809245085
8	20.709712199983187	0.01	0.0037358995017915788	0.36014205738255944
9	20.760644800029695	0.01	0.001492324440754867	0.3740965417419138
10	20.74640319996979	0.01	0.0003936487709495509	0.5070931375861725
11	20.738473500008695	0.01	0.00017047608230127712	0.4677808319303574
12	20.74738130008336	0.01	6.758156390081947e-05	0.48845759599287564
13	20.68434180004988	0.01	1.1390839094601106e-05	0.49937188080707695
14	20.65639000001829	0.01	2.8342260125861586e-05	0.5182238031735394
15	20.613202000036836	0.01	7.360723210827446e-06	0.5175731183502518
16	20.59921769995708	0.01	5.834043851687911e-05	0.5585700326597317
17	20.72905309998896	0.01	0.00917238410903096	0.6553181830527705
18	20.606363600003533	0.01	0.04924401033363084	0.23479003300660448
19	20.556904299999587	0.01	0.019170110060552054	0.22650967457836832
20	20.63228710007388	0.01	0.0046838561513986325	0.2693151691462534
21	20.67457810009364	0.01	0.01274616830263048	0.3072050018975383
22	20.62184649996925	0.01	0.011501280213265687	0.2877233289654371
23	20.623741299961694	0.01	0.003389865125860648	0.2862423858378552
24	20.58638500003144	0.01	0.008865175171780107	0.4783539655801652
25	20.576351800002158	0.01	0.01332898190498624	0.32077384401166226
26	20.636121800052933	0.01	0.013630642400877234	0.3170008295929535
27	20.957614200073294	0.01	0.006594195166891124	0.3099690065771997
28	20.665247699944302	0.01	0.027009247924102975	0.2676174291338103
29	20.497695100028068	0.01	0.007585172212929735	0.245641185809486
30	20.622309800004587	0.01	0.0032460639086504322	0.26943918796202754
