epoch	time	lr	loss	val_loss
1	115.47139069996774	0.005	0.017795416008799237	0.10800531466775452
2	115.52568449999671	0.005	0.014153384634169316	0.10677066324073685
3	115.55122879997361	0.005	0.01264666470774338	0.10744744443829812
4	115.49986800004262	0.005	0.010032631762413067	0.1076102746554897
5	115.46987549995538	0.005	0.008089378563446057	0.10683503608810178
6	115.223594399984	0.005	0.007244346148985757	0.10738973433848935
7	115.26235410000663	0.005	0.006260771718526711	0.10898831952922419
8	115.4059852999635	0.005	0.00631349724425984	0.10858788349733423
9	115.52935419999994	0.005	0.005108380119219661	0.10817220812045868
10	115.43140220001806	0.005	0.0046970868150741675	0.10876847068972394
11	115.44697930000257	0.005	0.003940791310529563	0.10988941130596769
12	115.42180810007267	0.005	0.004704131485221449	0.10999126927187794
13	115.63002280006185	0.005	0.0036463799638070528	0.10991977995200664
14	115.49445580004249	0.005	0.004103678808100128	0.10909128620514796
15	115.55789409996942	0.005	0.004249716716373745	0.11128348775153322
16	115.68066660000477	0.005	0.003217749494383717	0.11013383601728163
17	115.51574950001668	0.005	0.0032661878266303916	0.11046459740046424
18	115.57764240005054	0.005	0.003759736809556147	0.11083289088210398
19	115.59576399996877	0.005	0.003417348574139508	0.11030233226433207
20	115.5565449000569	0.005	0.0032738343213380627	0.11426632538726125
21	115.57221399992704	0.005	0.0023885003938724264	0.11174085496703015
22	115.5479137999937	0.005	0.003663247100110308	0.1120104309695812
23	115.61624749994371	0.005	0.0030349777380888738	0.11148280911321558
24	115.53654080000706	0.005	0.0019193840389855677	0.11405142107910121
25	115.54788109997753	0.005	0.0024152109975692083	0.1144026375417315
26	115.42882789997384	0.005	0.0022069760760604893	0.11489930287689427
27	115.60350259998813	0.005	0.0019287434802503756	0.11436504933776817
28	115.54279019997921	0.005	0.0019408223844311916	0.11471978555606793
29	115.59563909994904	0.005	0.0014325135013048126	0.11744134049561916
30	115.47141130000819	0.005	0.001857657744832684	0.1140850170442786
