epoch	time	lr	loss	val_loss
1	352.82951039998443	0.01	749872991.2749622	2169.9401682827615
2	346.1177904000215	0.01	820.2379568153942	17.961785107791385
3	345.4269554000057	0.01	3.538474078619947	0.6896269428801585
4	345.67161849999684	0.01	0.9230340380912578	0.6894998933332137
5	345.4922033000039	0.01	1.751322225132272	0.6896799568576444
6	345.55479679998825	0.01	1.240419812851819	0.6907336425988018
7	345.3355524999788	0.01	1.0508375504112952	0.6904290559850111
8	345.4500551999954	0.01	1.1627548932858827	0.6890589168582303
9	345.65483340001083	0.01	0.8722667728672371	0.6897142334251581
10	345.3873528999975	0.01	0.6942214042195323	0.6903037773202944
11	345.49248310000985	0.01	0.7150101796597472	0.6902444966639416
12	345.6493969000003	0.01	0.6817760244884911	0.6898448995704091
13	345.35873010000796	0.01	0.6879515227129473	0.6899637461026722
14	345.54146199999377	0.01	0.697954977161716	0.6898927938707515
15	345.28553459999966	0.01	1.1369791779221041	0.6901338512377392
16	345.31112090000533	0.01	0.9019968935202517	0.690145583014396
17	345.49430819999543	0.01	0.6925329230757705	0.6903070867896637
18	345.3945118999982	0.01	0.8980790697427844	0.689906274739546
19	345.35552579999785	0.01	0.7037368475726483	0.6921365827302125
20	345.49189350000233	0.01	0.69707457647558	0.6904214125143997
21	345.2958270999952	0.01	0.8504144656348139	0.6925515291927814
22	345.3688686999958	0.01	0.6815396790914653	0.689737975319041
23	345.615382900025	0.01	0.9365203488925826	0.6898785085181859
24	345.43311939999694	0.01	1.2008371581244925	0.6909185638421372
25	345.4573358000198	0.01	0.800002222352111	0.691885828176604
26	345.34647920000134	0.01	0.685376407197967	0.6903190371829562
27	345.4333512999874	0.01	0.8594186193570303	0.6894653266553007
28	345.4799877999758	0.01	1.0189009084126444	0.6917510441416816
29	345.3151775999868	0.01	0.767437677786806	0.6898429267719796
30	345.467063899996	0.01	0.7569183437236209	0.6899897136475103
