epoch	time	lr	loss	val_loss
1	295.10959829999774	0.001	0.032262497525912384	0.10401680657989268
2	295.96096739999484	0.001	0.030318723680894947	0.10346887648861117
3	295.50267670000176	0.001	0.028352305772185973	0.11197585217391276
4	295.5846531999996	0.001	0.027055157330414165	0.10200869906855234
5	296.9385598000008	0.001	0.025216237649589853	0.10012654910451814
6	311.7376191000003	0.001	0.022105449846823	0.10660312131415056
7	315.0870789000037	0.001	0.029428195571364522	0.10125595167169896
8	303.18088459999854	0.001	0.026625418531431338	0.11264679775268258
9	303.4827651000014	0.001	0.025633825531650455	0.10264357510926804
10	302.2614345999973	0.001	0.02020523150055689	0.11379042121670578
11	303.1792471999943	0.001	0.022496823431185635	0.10319549413901158
12	301.388973000001	0.001	0.01859000790138921	0.10524633877709995
13	303.5120750999995	0.001	0.020356135666168104	0.10891578328100501
14	300.9079825999943	0.001	0.01780397937827134	0.10991333452879071
15	302.7140583999935	0.001	0.014119070468331515	0.1089140105796226
16	300.1545225000009	0.001	0.01598034995877128	0.1134467428230778
17	292.67464079999627	0.001	0.014300431738383738	0.11903485043435355
18	292.16387869999744	0.001	0.013965736684544056	0.11612032763436288
19	294.18819700000313	0.001	0.013147103930319115	0.11357630946343544
20	289.7937654999987	0.001	0.010847828962881929	0.11447888316513301
21	292.82415369999944	0.001	0.00948045608832704	0.12272495900177018
22	289.60026250000374	0.001	0.010663250157522812	0.11963086484311977
23	290.5041831999988	0.001	0.008567705614719605	0.12531823004838863
24	290.1226078999971	0.001	0.008332225214077784	0.11805866235709334
25	289.9834176000004	0.001	0.00865249131295418	0.11830709535650924
26	289.75894180000614	0.001	0.009353088312677211	0.12614380809825765
27	290.08225750000565	0.001	0.007190489593204446	0.12450637245392943
28	290.252923	0.001	0.007976321499394404	0.12862198276468878
29	289.90585029999784	0.001	0.007135336624138898	0.12659082385780335
30	289.9004832000064	0.001	0.006040027206119498	0.12653196246684434
